#APS Storage Ring History, measured on 2013-07-09
#S:SRtimeCP      S:SRcurrentCP
#time, hr       	current, mA     
-4.65          	0.0189693      
-4.63333       	0.0232082      
-4.61667       	0.021424       
-4.6           	0.0237994      
-4.58333       	0.0217184      
-4.56667       	0.022701       
-4.55          	0.0206839      
-4.53333       	0.0218762      
-4.51667       	0.0148973      
-4.5           	0.0380567      
-4.48333       	0.0184802      
-4.46667       	0.0417268      
-4.45          	0.0167375      
-4.43333       	0.0269103      
-4.41667       	0.0426375      
-4.4           	0.0246515      
-4.38333       	0.0311039      
-4.36667       	0.00253948     
-4.35          	0.0156149      
-4.33333       	0.0180824      
-4.31667       	0.0157133      
-4.3           	0.0142365      
-4.28333       	0.0139365      
-4.26667       	0.0128598      
-4.25          	0.0137807      
-4.23333       	0.0115374      
-4.21667       	0.0134433      
-4.2           	0.0174679      
-4.18333       	0.0129365      
-4.16667       	0.0166493      
-4.15          	0.0156419      
-4.13333       	0.0152653      
-4.11667       	0.0169447      
-4.1           	0.0121795      
-4.08333       	0.0168844      
-4.06667       	0.0169237      
-4.05          	0.0145007      
-4.03333       	0.0160754      
-4.01667       	0.0161254      
-4             	0.013348       
-3.98333       	0.0141164      
-3.96667       	0.014684       
-3.95          	0.0117454      
-3.93333       	0.0152067      
-3.91667       	0.0153427      
-3.9           	0.0130317      
-3.88333       	0.013923       
-3.86667       	0.0108941      
-3.85          	0.0113119      
-3.83333       	0.0137272      
-3.81667       	0.0112185      
-3.8           	0.0139399      
-3.78333       	0.0136788      
-3.76667       	0.0140236      
-3.75          	0.00897684     
-3.73333       	0.0102062      
-3.71667       	0.0116058      
-3.7           	0.0133607      
-3.68333       	0.0122694      
-3.66667       	0.0100688      
-3.65          	0.0122698      
-3.63333       	0.0116807      
-3.61667       	0.0130001      
-3.6           	0.0135801      
-3.58333       	0.0148415      
-3.56667       	0.0122755      
-3.55          	0.0123082      
-3.53333       	0.0113269      
-3.51667       	0.00822189     
-3.5           	0.00950559     
-3.48333       	0.0114408      
-3.46667       	0.0089322      
-3.45          	0.00686372     
-3.43333       	0.0125078      
-3.41667       	0.0124137      
-3.4           	0.0155754      
-3.38333       	0.0126893      
-3.36667       	0.0111908      
-3.35          	0.0122764      
-3.33333       	0.0125186      
-3.31667       	0.0113796      
-3.3           	0.0160541      
-3.28333       	0.0120965      
-3.26667       	0.0139389      
-3.25          	0.00943879     
-3.23333       	0.00932406     
-3.21667       	0.0106991      
-3.2           	0.0125914      
-3.18333       	0.0109621      
-3.16667       	0.0122676      
-3.15          	0.0105276      
-3.13333       	0.00988932     
-3.11667       	0.00934667     
-3.1           	0.00935607     
-3.08333       	0.00778135     
-3.06667       	0.00804913     
-3.05          	0.013889       
-3.03333       	0.0114429      
-3.01667       	0.0109003      
-3             	0.0109865      
-2.98333       	0.00890187     
-2.96667       	0.00981389     
-2.95          	0.00853873     
-2.93333       	0.00734922     
-2.91667       	0.0104095      
-2.9           	0.0135822      
-2.88333       	0.00894664     
-2.86667       	0.00981329     
-2.85          	0.0093657      
-2.83333       	0.00957327     
-2.81667       	0.00958847     
-2.8           	0.0105079      
-2.78333       	0.0125277      
-2.76667       	0.00878552     
-2.75          	0.00904313     
-2.73333       	0.0108364      
-2.71667       	0.0106783      
-2.7           	0.0106522      
-2.68333       	0.00956656     
-2.66667       	0.0103851      
-2.65          	0.00905894     
-2.63333       	0.0096693      
-2.61667       	0.0114757      
-2.6           	0.0106981      
-2.58333       	0.0105636      
-2.56667       	0.00832533     
-2.55          	0.0105136      
-2.53333       	0.00969204     
-2.51667       	0.0102844      
-2.5           	0.00833966     
-2.48333       	0.00852312     
-2.46667       	0.00764828     
-2.45          	0.0101767      
-2.43333       	0.00702872     
-2.41667       	0.00702367     
-2.4           	0.00934958     
-2.38333       	0.00991776     
-2.36667       	0.00970695     
-2.35          	0.0113948      
-2.33333       	0.00626708     
-2.31667       	0.00942207     
-2.3           	0.00762515     
-2.28333       	0.00571249     
-2.26667       	0.00658041     
-2.25          	0.00808867     
-2.23333       	0.00589947     
-2.21667       	0.00597901     
-2.2           	0.00590112     
-2.18333       	0.00739252     
-2.16667       	0.00654003     
-2.15          	0.00683385     
-2.13333       	0.00748141     
-2.11667       	0.00779956     
-2.1           	0.00769954     
-2.08333       	0.00815164     
-2.06667       	0.00761228     
-2.05          	0.00808118     
-2.03333       	0.00715407     
-2.01667       	0.00952282     
-2             	0.00634213     
-1.98333       	0.00538863     
-1.96667       	0.0109157      
-1.95          	0.011352       
-1.93333       	0.00985536     
-1.91667       	0.0124405      
-1.9           	0.00746325     
-1.88333       	0.00947616     
-1.86667       	0.00635089     
-1.85          	0.00945288     
-1.83333       	0.0104882      
-1.81667       	0.00893042     
-1.8           	0.0107683      
-1.78333       	0.0123922      
-1.76667       	0.0106049      
-1.75          	0.00787251     
-1.73333       	0.00734629     
-1.71667       	0.00809523     
-1.7           	0.0097655      
-1.68333       	0.0097031      
-1.66667       	28.5085        
-1.65          	59.6924        
-1.63333       	59.8924        
-1.61667       	70.2988        
-1.6           	100.018        
-1.58333       	103.08         
-1.56667       	102.807        
-1.55          	102.539        
-1.53333       	102.263        
-1.51667       	101.997        
-1.5           	101.724        
-1.48333       	101.456        
-1.46667       	101.19         
-1.45          	100.924        
-1.43333       	100.656        
-1.41667       	100.395        
-1.4           	100.135        
-1.38333       	99.8768        
-1.36667       	99.6383        
-1.35          	99.4146        
-1.33333       	99.0797        
-1.31667       	33.5722        
-1.3           	9.66444        
-1.28333       	-0.010057      
-1.26667       	-0.00953039    
-1.25          	-0.00603441    
-1.23333       	-0.00652122    
-1.21667       	-0.00228068    
-1.2           	-0.00138098    
-1.18333       	-0.000967287   
-1.16667       	-0.00450021    
-1.15          	0.00645653     
-1.13333       	0.00245132     
-1.11667       	-0.00483876    
-1.1           	0.00261363     
-1.08333       	0.00467874     
-1.06667       	0.00133678     
-1.05          	0.00194168     
-1.03333       	0.000690684    
-1.01667       	-0.000115497   
-1             	0.00199629     
-0.983333      	0.00434392     
-0.966667      	0.00243455     
-0.95          	1.19751        
-0.933333      	0.00291943     
-0.916667      	0.00190556     
-0.9           	0.000142228    
-0.883333      	16.5356        
-0.866667      	25.4097        
-0.85          	25.3955        
-0.833333      	25.3793        
-0.816667      	25.3617        
-0.8           	25.3486        
-0.783333      	25.3304        
-0.766667      	25.3174        
-0.75          	25.3003        
-0.733333      	25.2848        
-0.716667      	25.2668        
-0.7           	25.2471        
-0.683333      	25.2344        
-0.666667      	25.2153        
-0.65          	25.2022        
-0.633333      	25.181         
-0.616667      	25.1705        
-0.6           	25.1517        
-0.583333      	25.1356        
-0.566667      	25.1149        
-0.55          	25.0988        
-0.533333      	25.0837        
-0.516667      	25.0682        
-0.5           	25.0511        
-0.483333      	25.036         
-0.466667      	25.0179        
-0.45          	24.999         
-0.433333      	24.9797        
-0.416667      	24.9619        
-0.4           	24.946         
-0.383333      	24.9263        
-0.366667      	24.9103        
-0.35          	24.8931        
-0.333333      	24.8792        
-0.316667      	24.8665        
-0.3           	24.8459        
-0.283333      	24.8302        
-0.266667      	24.8146        
-0.25          	24.7968        
-0.233333      	24.7814        
-0.216667      	24.7628        
-0.2           	24.7485        
-0.183333      	24.7342        
-0.166667      	24.7169        
-0.15          	24.7025        
-0.133333      	24.6855        
-0.116667      	24.6703        
-0.1           	24.6534        
-0.0833333     	24.6342        
-0.0666667     	24.6214        
-0.05          	24.6034        
-0.0333333     	24.5892        
-0.0166667     	24.574         
0              	24.558         
